iid,gender,wave,round,partner,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,originally_from,zipcode,income,goal,date,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
252,0,11,21,11,283,0,-0.02,0,27,4,1,9,9,9,9,9,9,9,9,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,12,284,0,0.54,0,27,2,0,7,7,,7,,,7,3,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,13,285,0,0.11,0,24,6,1,5,5,5,5,4,4,4.5,8,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,14,286,0,0.11,0,22,2,0,9,8,8,7,9,,4,3,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,15,287,0,0.5,0,22,4,1,7,7,7,7,6,,6,6,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,16,288,0,0.34,0,27,2,0,4,6,5,8,5,5,5,3,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,17,289,0,0.09,0,28,4,0,7,6,6,5,7,2,5,3,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,18,290,0,0.31,0,34,2,0,8,7,6,5,4,4,3,3,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,19,291,1,-0.16,0,27,4,1,6,10,8,9,8,7,7,6,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,20,292,0,0.11,0,28,1,0,6,10,6,6,6,5,7,7,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
252,0,11,21,21,293,0,0.47,1,28,3,1,8,8,7,8,7,8,8,8,2,28,Political Science,3,1,1,Mexico,11910,,1,6,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0
253,0,11,21,1,273,0,0.43,0,29,2,0,1,7,8,5,7,4,3,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,2,274,1,0.5,0,24,3,1,5,6,8,7,7,8,6,7,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,3,275,0,0.29,0,21,2,1,6,6,7,5,6,7,6,7,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,4,276,0,0.58,0,26,2,0,4,7,7,2,6,3,5,4,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,5,277,0,0.13,0,25,2,0,5,7,7,5,6,,6,1,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,6,278,0,0.68,0,32,2,0,5,7,7,5,8,3,5,3,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,7,279,0,0.27,0,25,2,0,4,7,7,4,6,4,3,4,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,8,280,0,0.49,0,25,2,0,2,7,7,3,7,2,4,4,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,9,281,0,0.6,0,27,2,0,3,6,8,4,5,4,4,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,10,282,0,-0.41,0,23,1,0,6,6,9,6,,6,7,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,11,283,0,-0.29,1,27,4,0,3,3,3,6,6,1,1,1,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,12,284,0,0.75,0,27,2,0,2,5,,3,,,2,1,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,13,285,1,0.01,0,24,6,1,5,5,5,4,4,4,4.5,8,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,14,286,0,0.13,0,22,2,0,6,,,,,,3,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,15,287,0,0.26,1,22,4,0,4,7,6,4,4,,4,5,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,16,288,0,0.29,0,27,2,0,3,6,6,4,4,5,4,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,17,289,0,0.13,1,28,4,0,2,3,6,2,6,2,3,2,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,18,290,0,0.4,0,34,2,0,2,5,6,5,5,4,4,3,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,19,291,0,0.09,1,27,4,1,5,9,8,7,6,6,7,7,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,20,292,0,-0.04,0,28,1,1,4,10,8,6,7,7,8,6,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
253,0,11,21,21,293,0,0.38,0,28,3,0,4,6,7,6,5,8,6,6,2,33,sociology,4,1,1,Japan,7024,,2,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,25,30,10,10,5,20
254,0,11,21,1,273,0,0.62,1,29,2,1,8,8,9,7,8,5,8,3,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,2,274,0,0.33,0,24,3,0,6,7,10,6,9,3,5,8,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,3,275,0,0.34,1,21,2,1,5,5,6,6,5,6,5,6,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,4,276,0,0.49,1,26,2,0,3,8,10,3,6,4,5,6,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,5,277,0,0.19,1,25,2,0,6,7,7,6,,,7,2,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,6,278,0,0.74,1,32,2,0,6,6,8,7,8,3,6,3,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,7,279,0,0.39,1,25,2,0,6,5,8,7,8,4,3,6,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,8,280,0,0.48,1,25,2,0,3,7,8,6,6,6,3,1,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,9,281,0,0.52,1,27,2,1,6,5,7,6,5,5,7,4,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,14,286,0,0.11,1,22,2,0,7,,9,,8,6,4,2,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,15,287,0,0.29,0,22,4,1,8,8,7,8,7,9,8,8,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,16,288,0,0.38,1,27,2,0,5,5,7,5,5,5,5,5,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,17,289,0,0.23,0,28,4,1,5,9,8,7,6,5,8,5,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,18,290,0,0.37,1,34,2,0,3,6,6,5,6,4,4,4,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,19,291,0,0.09,0,27,4,1,6,9,8,7,7,7,7,6,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,20,292,0,0.16,0,28,1,0,5,10,7,4,4,4,5,4,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
254,0,11,21,21,293,0,0.27,0,28,3,0,6,8,8,6,5,6,6,6,2,22,Philosophy and Physics,2,8,3,"Boulder, Colorado",80304,37240,2,6,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,25,7,25,25,8,10
255,0,11,21,1,273,0,0.19,0,29,2,0,6,5,5,8,4,8,5,1,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,2,274,0,0.28,0,24,3,0,2,4,6,4,6,4,4,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,3,275,0,0.3,0,21,2,1,5,5,6,5,5,5,5,5,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,4,276,0,0.24,0,26,2,0,7,6,5,5,4,6,5,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,5,277,0,0.06,0,25,2,0,6,6,6,4,5,,6,0,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,6,278,0,-0.12,0,32,2,0,7,6,5,5,5,2,5,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,7,279,0,-0.25,0,25,2,0,5,5,7,3,6,4,2,6,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,8,280,0,0.13,0,25,2,1,8,7,8,5,6,7,6,2,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,9,281,0,0.18,0,27,2,0,5,4,4,3,5,2,6,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,10,282,0,0.36,0,23,1,0,6,7,7,5,5,5,5,2,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,11,283,0,-0.16,1,27,4,1,9,9,9,9,9,9,9,6,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,12,284,0,0.31,0,27,2,1,7,7,,8,,,8,5,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,13,285,0,-0.25,0,24,6,1,3,3,3,3,3,3,3,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,14,286,0,-0.5,0,22,2,0,7,,7,,8,7,4,4,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,15,287,0,-0.02,1,22,4,1,7,7,5,5,6,9,7,6,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,16,288,0,-0.02,0,27,2,0,5,7,3,4,5,5,5,5,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,17,289,0,-0.3,1,28,4,0,7,4,7,4,7,3,4,3,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,18,290,0,0.38,0,34,2,0,3,6,6,4,4,5,4,4,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,19,291,0,0.22,1,27,4,1,5,9,8,7,7,6,6,6,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,20,292,0,-0.24,0,28,1,0,5,10,8,4,6,4,5,4,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
255,0,11,21,21,293,0,0.33,0,28,3,0,5,7,6,5,5,4,5,4,2,26,nutrition,4,3,1,Maryland,21701,36594,1,7,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67
256,0,11,21,1,273,0,0.55,0,29,2,0,7,6,8,5,5,8,7,1,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,2,274,0,0.66,0,24,3,0,4,8,8,5,9,,6,7,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,3,275,0,0.05,0,21,2,1,6,5,7,6,5,6,6,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,4,276,0,-0.06,0,26,2,1,7,8,9,7,8,8,8,7,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,5,277,0,-0.39,0,25,2,0,7,7,7,7,,,7,2,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,6,278,0,0.3,0,32,2,1,8,7,8,7,8,3,7,5,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,7,279,1,-0.06,0,25,2,1,7,7,8,6,9,6,6,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,8,280,0,0.17,0,25,2,1,7,8,8,7,7,6,7,3,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,9,281,0,0.16,0,27,2,0,7,5,7,3,10,2,3,2,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,10,282,1,-0.32,0,23,1,1,8,7,7,7,7,7,7,7,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,11,283,0,-0.58,1,27,4,1,9,9,9,9,9,9,6,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,12,284,0,0.45,0,27,2,1,7,6,,6,6,7,8,4,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,13,285,0,0.25,0,24,6,1,6,6,6,6,6,6,6,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,14,286,0,-0.06,0,22,2,1,6,,7,7,,8,5,3,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,15,287,0,0.64,1,22,4,1,6,7,6,6,5,5,6,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,16,288,0,-0.22,0,27,2,1,6,6,6,6,5,5,6,3,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,17,289,1,-0.13,1,28,4,1,6,8,8,8,7,7,7,6,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,18,290,0,0.2,0,34,2,1,7,8,8,7,6,8,7,5,1,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,19,291,0,-0.3,1,27,4,1,5,8,8,7,6,6,6,7,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,20,292,0,-0.23,0,28,1,1,6,10,7,5,6,4,6,5,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
256,0,11,21,21,293,0,-0.11,0,28,3,0,6,8,9,6,7,4,6,5,2,24,Medicine,4,6,5,Northern Virginia,22015,62997,2,6,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,,15,25,20,20,10,10
257,0,11,21,1,273,0,0.64,1,29,2,0,7,6,7,5,8,1,6,1,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,2,274,0,0.46,0,24,3,0,6,8,8,8,8,8,7,6,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,3,275,0,0.56,1,21,2,1,6,6,7,5,6,7,6,7,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,4,276,0,0.7,1,26,2,0,6,5,4,5,3,6,5,4,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,5,277,0,0.55,1,25,2,0,7,6,6,6,,8,7,2,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,6,278,0,0.88,1,32,2,0,5,5,5,5,5,,5,4,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,7,279,0,0.23,1,25,2,0,8,8,7,7,5,4,4,4,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,8,280,0,0.75,1,25,2,0,6,6,6,6,5,7,5,2,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,9,281,0,0.74,1,27,2,1,6,7,5,5,6,7,8,6,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,10,282,0,-0.21,0,23,1,1,8,8,8,8,8,7,7,6,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,11,283,0,0.21,0,27,4,1,10,10,10,10,10,10,9,6,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,12,284,0,0.8,1,27,2,1,7,7,,8,,7,7,5,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,13,285,0,0.29,0,24,6,1,8,8,8,8,8,8,8,9,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
257,0,11,21,14,286,0,0.42,1,22,2,0,7,,8,,,,5,2,2,24,Art Education,2,5,6,I am from NYC,10023,46608,2,5,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,,22,14,30,10,14,10
